epoch,iou_coef,loss,val_iou_coef,val_loss
0,0.36401224,0.2770521115615136,0.41138625144958496,0.2118675857782364
1,0.4961262,0.16469724541530012,0.49809107184410095,0.13832008317112923
2,0.6042352,0.10399455267729031,0.5731858015060425,0.10334978923201561
3,0.67811704,0.07302454388441725,0.5634726881980896,0.11643793955445289
4,0.7441581,0.052045810553762645,0.6350990533828735,0.0770576175302267
5,0.7858929,0.040838234880680425,0.6745344996452332,0.06462990306317806
6,0.81103027,0.0350357947146727,0.6848844289779663,0.060452211648225784
7,0.82278943,0.03278933992324811,0.6320297122001648,0.07520341239869595
8,0.8461109,0.027954684106063925,0.6819450259208679,0.05923081394284964
9,0.85751826,0.02585119106548114,0.6972708702087402,0.05589157156646252
10,0.8603845,0.025490505637006007,0.6887887716293335,0.058568576350808144
11,0.863683,0.024992699552482615,0.6745597720146179,0.05919573865830898
12,0.8724633,0.023456467877258545,0.6827675104141235,0.059106741473078726
13,0.8703929,0.023916786438914844,0.6682408452033997,0.06211130749434233
14,0.8778624,0.02274001785909705,0.6890264749526978,0.05604882426559925
15,0.8758822,0.023370435892785382,0.6822811961174011,0.05977916270494461
16,0.88096625,0.022345999336943756,0.6921423673629761,0.056475339084863664
17,0.88751227,0.021321232315191688,0.6943172216415405,0.05611634440720081
18,0.88998085,0.020921695879143144,0.693178117275238,0.05618949495255947
19,0.8915743,0.020679913564850317,0.6955628991127014,0.05545500982552767
20,0.8926307,0.020524378886976693,0.6922875642776489,0.05603326354175806
21,0.89345145,0.020404306640234102,0.6920267343521118,0.05638919025659561
22,0.89416504,0.02031159836640452,0.6924321055412292,0.05624174699187279
23,0.89467716,0.02023525923011928,0.6942172646522522,0.055702999234199524
24,0.89521366,0.02016458369843248,0.6945727467536926,0.05556715987622738
25,0.8956475,0.02010859407196727,0.6929556131362915,0.056062600947916506
26,0.8960521,0.020041806682194067,0.6944683790206909,0.0555483341217041
27,0.8961902,0.020019096080310796,0.6928089261054993,0.05586060024797916
28,0.8962968,0.020004445672222777,0.6918919682502747,0.05596468597650528
29,0.896388,0.01999514109144608,0.6945604681968689,0.055756764486432076
30,0.8964288,0.019984282613667245,0.6955627799034119,0.05559588894248009
31,0.89650744,0.019975942373114067,0.6937850117683411,0.05584138259291649
32,0.8965406,0.01996820762077631,0.6957176923751831,0.055390059016644955
33,0.8965817,0.019963534485496995,0.6951788067817688,0.055477758310735224
34,0.89657867,0.0199632117136692,0.6958059072494507,0.05543045718222857
35,0.89661443,0.01996115471928432,0.6940492391586304,0.05577746070921421
36,0.89659935,0.01996177881034479,0.6936855912208557,0.05583602413535118
37,0.89660263,0.019961801897281677,0.6943460702896118,0.05571879167109728
38,0.8965858,0.019960161610086086,0.6968798637390137,0.055361241847276685
39,0.8966055,0.019961000058457204,0.6948935985565186,0.05562166478484869
40,0.8966318,0.019959618427997664,0.6931650042533875,0.055705432780086994
41,0.8966045,0.019962169761290876,0.6949056386947632,0.055720620416104795
42,0.8966059,0.019960876929528443,0.6949940919876099,0.05548085942864418
43,0.8965974,0.01995904843481387,0.6971973180770874,0.05533755328506231
44,0.89660466,0.019960030135310565,0.6952272653579712,0.055379338562488556
45,0.8966177,0.019960887095173043,0.6958279609680176,0.05581245739012956
46,0.8966183,0.019957452816015575,0.6929859519004822,0.055856256373226644
47,0.8966364,0.019956881661265573,0.695009171962738,0.05554664731025696
48,0.8966322,0.01995868484098335,0.6967235207557678,0.05533429812639952
49,0.8965883,0.019961278112411187,0.6936813592910767,0.05541219916194677
50,0.89663,0.019959103491985136,0.6927627325057983,0.056066259555518624
51,0.8966006,0.019959565227327402,0.6947826147079468,0.05525877438485623
52,0.89663976,0.01995746528749199,0.6945760846138,0.0557538129389286
53,0.8965906,0.019958084329684628,0.695496678352356,0.05536991786211729
54,0.8966122,0.019957555117273134,0.6955212354660034,0.0556258637458086
55,0.89659345,0.01996058460612807,0.6964951753616333,0.05528248343616724
56,0.89657974,0.019961517203773836,0.6950046420097351,0.05589183047413826
57,0.89660627,0.019960031166556293,0.694226861000061,0.05571600999683142
58,0.89661574,0.019959617015168383,0.6942352056503296,0.05550961419939995
59,0.89660364,0.019961678464379577,0.6961814761161804,0.055351863615214825
60,0.8966099,0.0199592764955014,0.6937862634658813,0.05583631917834282
61,0.8966294,0.01995887673757453,0.6941856741905212,0.0556219132617116
62,0.896604,0.019958420565106078,0.6934962272644043,0.05565841551870108
63,0.8966118,0.01995908848378652,0.6946795582771301,0.05562855023890734
64,0.8966071,0.01995904911438831,0.6930646300315857,0.055625544488430025
65,0.8966141,0.01995935558774767,0.6945476531982422,0.055785751715302465
66,0.89661986,0.019958584956313846,0.6949130892753601,0.055889999493956566
67,0.8966131,0.019959570714207883,0.695793092250824,0.055389638245105746
68,0.8966073,0.019959980916529375,0.6940912008285522,0.055653763562440874
69,0.8966046,0.019961519795793317,0.6938392519950867,0.0556207112967968
70,0.8966247,0.01995645774085359,0.6922761797904968,0.05593093317002058
71,0.89660484,0.019959881647729265,0.6962904334068298,0.055741829052567485
72,0.896614,0.019960311954168395,0.6947841644287109,0.05596922617405653
73,0.8966268,0.019956815126028635,0.6970955729484558,0.055017479695379734
74,0.8966027,0.019960327088806986,0.6938921809196472,0.055750501528382304
75,0.8966143,0.019958276144785084,0.6951512098312378,0.0552113838493824
