epoch,iou_coef,loss,val_iou_coef,val_loss
0,0.43243903,2.3475269902199507,0.5571379065513611,1.3161124260920398
1,0.53226143,1.3679636782854796,0.5870680809020996,1.2473538877829067
2,0.5523749,1.1865879775732755,0.5768944621086121,1.2826791967985764
3,0.56950814,1.087568098783493,0.6199208498001099,1.0428475760064035
4,0.5708951,1.1479049500823022,0.6381334662437439,1.0143700714381236
5,0.5826779,1.0697510683536529,0.6305041313171387,1.0153968322951838
6,0.5831543,1.117925484895706,0.5488573908805847,1.427729586385331
7,0.58227926,1.0929804188385606,0.6610980033874512,0.9345737931863317
8,0.6006049,1.0449855875819922,0.6498226523399353,1.0158481766592782
9,0.6088441,0.9944410874098539,0.6292119026184082,1.0474742887155064
10,0.6090388,1.0535287299901248,0.6768985986709595,0.874182642630811
11,0.6031561,1.0585890475809574,0.6647905707359314,0.9334208054362603
12,0.6205735,0.9488799699097872,0.6758258938789368,0.8881969170750312
13,0.62315774,0.9475788062959909,0.6468090415000916,0.9902929809858214
14,0.6206103,0.9094806490689517,0.6931845545768738,0.8884197979603173
15,0.6308361,0.9267058051601053,0.679506778717041,0.9017483547048749
16,0.62530226,0.9020523623600603,0.6753132939338684,0.8994161374164078
17,0.6479045,0.908870755508542,0.7029412388801575,0.8247910681760536
18,0.6538185,0.859051941357553,0.705645740032196,0.8226565808620093
19,0.6572417,0.8109579227343202,0.7131997346878052,0.8134990295149246
20,0.6576164,0.9044839392080903,0.7128499150276184,0.8024745358611053
21,0.660927,0.8098820327967405,0.7039299607276917,0.8150107933665222
22,0.66209036,0.8294355930536985,0.7096337080001831,0.8079512119293213
23,0.66289675,0.8221543421819806,0.7044239640235901,0.8231560526029119
24,0.6642779,0.8051890409663319,0.7168978452682495,0.7998079072754338
25,0.66536134,0.7519590540342033,0.7098020911216736,0.8016744683373649
26,0.6680304,0.7777927919179202,0.7066285610198975,0.8172283088261226
27,0.6663378,0.7844739875942469,0.7068865299224854,0.8139072347362086
28,0.67061746,0.7473539228066802,0.7106778621673584,0.811049517595543
29,0.6692646,0.726110680423677,0.711509644985199,0.7900844559354602
30,0.671842,0.7210975304096937,0.7102276086807251,0.8079290997307256
31,0.6721276,0.8321534138023853,0.7115115523338318,0.7943739115067248
