epoch,iou_coef,loss,val_iou_coef,val_loss
0,0.16727898,0.7107991284794277,0.151063933968544,0.7439616680145263
1,0.220173,0.6399272720019022,0.11326601356267929,0.7991073369979859
2,0.26893088,0.5734018140368992,0.1827436238527298,0.7020232200622558
3,0.3113564,0.5230414297845628,0.235984206199646,0.6305362105369567
4,0.3452146,0.48583057324091594,0.2915920317173004,0.559021282196045
5,0.37232158,0.45500724713007606,0.33225417137145996,0.501763641834259
6,0.39333442,0.4320995463265313,0.34525787830352783,0.498775577545166
7,0.39907274,0.4259298470285204,0.3498077690601349,0.4717431545257568
8,0.42354983,0.4029166460037231,0.4024965763092041,0.42052656412124634
9,0.4384627,0.38716832796732586,0.4241480827331543,0.3964870572090149
10,0.4489154,0.3776271197530958,0.41993820667266846,0.39783687591552735
11,0.45817873,0.36852956745359633,0.4358128011226654,0.3875307083129883
12,0.46509147,0.3612833234998915,0.4279162883758545,0.3956440448760986
13,0.47756043,0.3507010777791341,0.4476543366909027,0.37295037508010864
14,0.48452777,0.34226283099916244,0.4535199701786041,0.366762638092041
15,0.4959009,0.33337435457441544,0.45870471000671387,0.36531901359558105
16,0.49781016,0.3275149318906996,0.4588545262813568,0.3656619548797607
17,0.50419754,0.3225298987494575,0.4712466299533844,0.35477432012557986
18,0.51064104,0.31760398281945124,0.46101582050323486,0.3626443386077881
19,0.5163925,0.3165182365311517,0.4691234529018402,0.3652324080467224
20,0.52583104,0.30189861589007905,0.47760477662086487,0.3465354204177856
21,0.531299,0.2986795544624329,0.4772728383541107,0.35715545415878297
22,0.5396462,0.29003144105275475,0.4902947247028351,0.3390036463737488
23,0.545503,0.2857469744152493,0.4977351129055023,0.331995689868927
24,0.55308187,0.2765784502029419,0.4601301848888397,0.372115695476532
25,0.5599158,0.27266942924923365,0.5176069736480713,0.312523627281189
26,0.56474245,0.26861772272321915,0.502028226852417,0.3254434108734131
27,0.5685949,0.26459822522269355,0.5133844017982483,0.3144694805145264
28,0.56843567,0.26267611583073935,0.5151033401489258,0.3202636241912842
29,0.57763135,0.2586395806736416,0.531602680683136,0.29177982807159425
30,0.5826479,0.25245509545008343,0.5211154818534851,0.3126715302467346
31,0.5813386,0.25515383614434134,0.5263250470161438,0.3040772438049316
32,0.59343517,0.24229647450976902,0.5277101397514343,0.29796063899993896
33,0.5947011,0.24206164280573528,0.5265857577323914,0.29669625759124757
34,0.5994176,0.2396092070473565,0.5459669232368469,0.2830142378807068
35,0.605272,0.2370977176560296,0.5248565673828125,0.30961798429489135
36,0.59902406,0.2367487841182285,0.5335418581962585,0.29890334606170654
37,0.6106583,0.22806053558985392,0.5512717962265015,0.27834234237670896
38,0.6181945,0.2238990995619032,0.5522527098655701,0.27596746683120726
39,0.61954635,0.22153120438257853,0.5594779849052429,0.26513200998306274
40,0.6266898,0.2162282493379381,0.5550475716590881,0.27211742401123046
41,0.62345654,0.2206295410792033,0.5472719073295593,0.285373842716217
42,0.629017,0.21382178333070542,0.5565245151519775,0.27082090377807616
43,0.6346847,0.20891425212224324,0.5555300116539001,0.27375940084457395
44,0.6388531,0.20674147738350762,0.560438334941864,0.26984137296676636
45,0.64096904,0.20391325288348727,0.5611186027526855,0.26744396686553956
46,0.642277,0.20248314804501003,0.5617914795875549,0.2711233139038086
47,0.64613265,0.20782288445366753,0.5554270148277283,0.2748392343521118
48,0.649479,0.19946949084599813,0.5720897316932678,0.2640669226646423
49,0.65110826,0.19762046072218153,0.5717726349830627,0.25742387771606445
50,0.65858865,0.19111325608359442,0.5702508091926575,0.25873461961746214
51,0.6600863,0.18970527119106717,0.580720841884613,0.2511053800582886
52,0.6635708,0.1888042171796163,0.5759999752044678,0.2560320258140564
53,0.6605735,0.1899800697962443,0.538842499256134,0.29308234453201293
54,0.6657311,0.18829408884048462,0.522082507610321,0.3013717532157898
55,0.6707424,0.1830603904194302,0.5889363884925842,0.24203693866729736
56,0.6757213,0.17951974074045818,0.5817298293113708,0.24973814487457274
57,0.67448294,0.17962200906541612,0.578284740447998,0.25552529096603394
58,0.67316,0.18219010829925536,0.5785631537437439,0.2528781533241272
59,0.679459,0.17657632033030193,0.5889323353767395,0.24490386247634888
60,0.68234265,0.1733751442697313,0.594645082950592,0.2368501305580139
61,0.6869679,0.17188526391983033,0.5928784012794495,0.2338029384613037
62,0.68449557,0.17231351269616021,0.5799927115440369,0.2487326979637146
63,0.6882688,0.17042655679914687,0.5975058674812317,0.2337873935699463
64,0.6916393,0.16789673036999173,0.5792407393455505,0.251724112033844
65,0.6960169,0.1663439538743761,0.5928534269332886,0.23995435237884521
66,0.6969078,0.16506204472647773,0.5837617516517639,0.25052515268325803
67,0.69672775,0.16509142451816136,0.5907086730003357,0.2427300453186035
68,0.6994555,0.1622356269094679,0.5972726345062256,0.235517418384552
69,0.69836086,0.16258665985531276,0.5950945615768433,0.23635679483413696
70,0.7016243,0.16152635680304633,0.5894355773925781,0.24192664623260499
71,0.7056068,0.1575712905989753,0.5647251009941101,0.26461278200149535
72,0.70617247,0.15791556702719795,0.5976887345314026,0.23773337602615358
73,0.71098155,0.1561122973759969,0.5986404418945312,0.23488317728042601
74,0.70912135,0.15681190490722657,0.5847553610801697,0.24603309631347656
75,0.71543646,0.1530110928747389,0.588524580001831,0.24876790046691893
76,0.713263,0.1543561855951945,0.5863769054412842,0.25312241315841677
77,0.7152964,0.1525068547990587,0.5869813561439514,0.2414947509765625
78,0.71553075,0.1512344347106086,0.5982877612113953,0.2365029811859131
79,0.72022015,0.1505033704969618,0.5934925675392151,0.2401900291442871
80,0.723224,0.1479640867975023,0.5900593996047974,0.2473602533340454
81,0.7181123,0.14962834384706286,0.5813226103782654,0.2506400465965271
82,0.7228416,0.1471416433652242,0.5931189656257629,0.23744882345199586
83,0.7259988,0.1458046621746487,0.5602633357048035,0.2709296941757202
84,0.72463226,0.14454220798280504,0.5939926505088806,0.24363659620285033
85,0.7268066,0.14437441958321465,0.5794625878334045,0.2591004133224487
